City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,huilong,31.8111,121.655,13.21,74,99,3.81,CN,1701207972
360,cassilandia,-19.1133,-51.7342,28.41,51,88,0.58,BR,1701207972
361,fuglafjordur,62.244,-6.814,2.26,63,100,7.26,FO,1701207972
362,namsos,64.4662,11.4957,-0.97,93,75,2.57,NO,1701207973
363,palikir - national government center,6.9248,158.1611,25.47,94,100,4.12,FM,1701207426
364,macau,22.2006,113.5461,21.89,83,40,4.12,MO,1701207973
365,salalah,17.0151,54.0924,25.05,73,0,1.54,OM,1701207481
366,arboletes,8.8505,-76.4269,28.31,85,59,3.86,CO,1701207450
367,busselton,-33.65,115.3333,15.86,86,0,1.23,AU,1701207974
368,greymouth,-42.4667,171.2,13.06,87,95,2.07,NZ,1701207517
369,mejit,10.2753,170.8646,27.11,72,97,7.66,MH,1701207729
370,hooper,41.1638,-112.1224,7.38,57,0,1.34,US,1701207743
371,garachico,28.7781,-17.7646,17.49,68,0,3.09,ES,1701207975
372,gorom-gorom,14.4439,-0.2361,28.81,13,31,4.1,BF,1701207975
373,ghat,24.9647,10.1728,18.09,17,0,1.45,LY,1701207393
374,harstad,68.799,16.5293,-1.03,76,9,3.26,NO,1701207427
375,thunder bay,48.4001,-89.3168,-6.01,42,75,3.6,CA,1701207582
376,sur,22.5667,59.5289,23.85,70,1,4.43,OM,1701207667
377,noosa heads,-26.3833,153.15,25.06,80,31,2.07,AU,1701207976
378,lupane,-18.9315,27.807,25.47,37,66,1.88,ZW,1701207976
379,gafargaon,24.4333,90.5667,20.1,67,5,1.73,BD,1701207976
380,wagoner,35.9595,-95.3694,15.03,43,12,3.59,US,1701207977
381,rajpipla,21.8667,73.5,19.96,74,0,1.82,IN,1701207977
382,fortuna,40.5982,-124.1573,18.53,39,20,4.12,US,1701207476
383,sirte,31.2089,16.5887,19.27,36,4,6.17,LY,1701207977
384,xiahu,26.6106,119.9483,14.67,68,29,4.5,CN,1701207977
385,qarazhal,48.0078,70.7903,4.11,59,91,4.63,KZ,1701207737
386,dubbo,-32.25,148.6167,22.07,78,75,8.23,AU,1701207978
387,north platte,41.1239,-100.7654,7.94,46,0,5.14,US,1701207234
388,zukowo,54.3422,18.3648,-2.7,88,40,1.54,PL,1701207979
389,pecanha,-18.5486,-42.5569,22.0,73,99,2.07,BR,1701207979
390,correntina,-13.3433,-44.6367,27.43,25,39,2.25,BR,1701207979
391,dudinka,69.4058,86.1778,-26.45,100,37,1.53,RU,1701207416
392,kamba,11.8486,3.6576,28.87,24,8,2.92,NG,1701207980
393,soe,-9.8607,124.284,20.88,71,100,0.97,ID,1701207980
394,bloomsburg,41.0037,-76.4549,0.1,54,92,3.13,US,1701207980
395,lucas,41.6501,-83.6666,-2.02,72,0,7.2,US,1701207980
396,balikpapan,-1.2675,116.8289,25.55,94,20,2.06,ID,1701207981
397,bolivar,37.6145,-93.4105,9.39,43,18,3.04,US,1701207981
398,dolinsk,47.35,142.8,-2.93,93,100,9.45,RU,1701207981
399,acapulco de juarez,16.8634,-99.8901,30.9,70,75,3.6,MX,1701207982
400,lagunas,-5.2269,-75.6753,31.14,55,74,1.79,PE,1701207469
401,kraaifontein,-33.8478,18.7161,18.36,71,40,4.63,ZA,1701207982
402,mata-utu,-13.2816,-176.1745,28.55,78,100,9.43,WF,1701207528
403,emerald,-23.5333,148.1667,24.63,85,30,4.03,AU,1701207462
404,nema,57.5067,50.5011,-9.07,97,100,1.87,RU,1701207983
405,gogrial,8.5332,28.1004,29.74,26,67,2.04,SS,1701207983
406,makurazaki,31.2667,130.3167,12.47,69,38,3.78,JP,1701207983
407,rurrenabaque,-14.4413,-67.5278,28.83,66,96,1.86,BO,1701207984
408,holualoa,19.6228,-155.9522,25.99,75,40,4.63,US,1701207392
409,altai,46.3722,96.2583,-16.89,88,53,1.53,MN,1701207629
410,arno,60.1167,18.6333,0.44,91,100,7.8,SE,1701207681
411,shindand,33.3029,62.1474,12.44,28,28,2.44,AF,1701207984
412,egilsstadir,65.2653,-14.3948,3.95,81,75,5.14,IS,1701207628
413,gagliano del capo,39.8442,18.3695,15.68,55,57,3.6,IT,1701207985
414,prince rupert,54.3161,-130.3201,7.83,96,100,3.09,CA,1701207650
415,vila franca do campo,37.7167,-25.4333,18.23,99,91,2.03,PT,1701207671
416,al jawf,29.5,38.75,13.54,52,100,3.11,SA,1701207492
417,salinopolis,-0.6136,-47.3561,27.24,77,10,5.95,BR,1701207986
418,sevastopol,44.6,33.5333,9.44,42,95,7.15,UA,1701207986
419,wick,58.4333,-3.0833,2.03,80,100,5.66,GB,1701207986
420,hastings,50.8552,0.5729,4.73,41,9,3.37,GB,1701207986
421,lompoc,34.6391,-120.4579,22.66,38,0,4.63,US,1701207440
422,taulaga,-11.0553,-171.0883,28.54,74,100,6.24,AS,1701207987
423,la'ie,21.6477,-157.9253,24.23,78,98,0.45,US,1701207602
424,atherton,53.5237,-2.4935,4.66,91,49,1.45,GB,1701207988
425,inirida,3.8653,-67.9239,28.03,73,63,0.94,CO,1701207516
426,aykhal,66.0,111.5,-18.46,98,100,4.93,RU,1701207443
427,colonia,50.9333,6.95,1.59,85,0,3.09,DE,1701207500
428,lichuan,30.3,108.85,8.76,82,99,1.41,CN,1701207988
429,saipan,15.1355,145.701,27.39,78,40,6.17,MP,1701207413
430,ayr,55.4627,-4.6339,1.29,93,0,0.0,GB,1701207989
431,yangjiang,21.85,111.9667,20.33,75,100,2.66,CN,1701207863
432,cururupu,-1.8283,-44.8683,25.7,81,13,2.25,BR,1701207989
433,adrar,20.5022,-10.0711,19.09,13,100,3.72,MR,1701207765
434,tenkodogo,11.78,-0.3697,30.69,26,9,3.28,BF,1701207990
435,petropavlovsk-kamchatsky,53.0452,158.6483,-9.19,86,0,5.0,RU,1701207431
436,quepos,9.4236,-84.1652,28.19,77,28,1.14,CR,1701207990
437,susuman,62.7833,148.1667,-29.52,100,99,0.11,RU,1701207475
438,nsanje,-16.92,35.262,26.61,63,66,2.1,MW,1701207991
439,nushki,29.5542,66.0215,15.08,37,0,2.15,PK,1701207991
440,korla,41.7597,86.1469,3.6,42,100,2.54,CN,1701207991
441,dazhong,33.1997,120.4578,10.5,76,100,3.34,CN,1701207992
442,yingkou,40.6648,122.2283,-6.33,46,100,5.55,CN,1701207992
443,ambasa,23.9172,91.8472,16.53,97,0,0.75,IN,1701207992
444,botshabelo,-29.2702,26.7052,24.65,21,100,4.35,ZA,1701207992
445,darwin,-12.4611,130.8418,28.86,82,40,2.06,AU,1701207633
446,butte,39.6499,-121.5677,16.12,34,0,0.0,US,1701207993
447,suva,-18.1416,178.4415,28.71,79,75,3.09,FJ,1701207760
448,acajutla,13.5928,-89.8275,30.17,64,76,2.6,SV,1701207993
449,mandiana,10.6333,-8.6833,25.79,62,53,3.09,GN,1701207993
450,nar'yan-mar,67.6713,53.087,-17.16,95,100,4.92,RU,1701207490
451,chibuto,-24.6867,33.5306,24.73,62,20,5.21,MZ,1701207471
452,coquimbo,-29.9533,-71.3436,17.85,72,40,6.17,CL,1701207463
453,cill airne,52.05,-9.5167,5.6,81,100,0.79,IE,1701207529
454,zuni pueblo,35.0725,-108.8506,8.35,36,100,2.02,US,1701207472
455,ilebo,-4.3167,20.5833,20.66,99,89,0.55,CD,1701207995
456,debark',13.1561,37.8981,11.12,47,0,2.23,ET,1701207995
457,ad darb,17.7229,42.2526,28.21,73,17,1.88,SA,1701207995
458,nadym,65.5333,72.5167,-5.72,95,100,5.6,RU,1701207433
459,sussex,41.1834,-74.6663,-0.51,59,20,6.17,US,1701207826
460,vadso,70.0744,29.7487,0.49,86,75,8.75,NO,1701207499
461,agdas,40.65,47.4761,0.93,77,0,1.93,AZ,1701207996
462,klaksvik,62.2266,-6.589,2.51,61,100,7.97,FO,1701207762
463,zeya,53.75,127.2667,-19.86,77,56,1.44,RU,1701207646
464,dabeiba,7.0017,-76.2672,25.96,98,100,0.73,CO,1701207997
465,castillos,-34.1667,-53.8333,20.11,88,69,5.53,UY,1701207205
466,aldinga beach,-35.2793,138.4604,17.09,87,100,5.77,AU,1701207745
467,balabac,7.9868,117.0645,27.6,80,23,5.67,PH,1701207735
468,mitchell,43.7094,-98.0298,7.99,42,0,7.2,US,1701207998
469,pangoa,-12.1167,-73.0,22.93,96,100,0.41,PE,1701207998
470,dolbeau-mistassini,48.8763,-72.212,-7.64,95,100,1.98,CA,1701207912
471,biltine,14.5333,20.9167,26.17,20,1,4.49,TD,1701207998
472,dali,25.7,100.1833,7.63,89,45,1.99,CN,1701207999
473,al kawa,13.7463,32.4996,28.77,30,0,4.75,SD,1701207999
474,constantia,44.1833,28.65,10.39,89,99,10.24,RO,1701207319
475,basyun,30.9398,30.8134,13.07,62,82,2.3,EG,1701207999
476,tazovsky,67.4667,78.7,-15.59,95,100,3.94,RU,1701207399
477,dabhol,17.6,73.1667,22.65,88,17,2.11,IN,1701208000
478,vila do maio,15.1333,-23.2167,24.44,67,0,4.76,CV,1701208000
479,baki,-7.6128,110.7839,24.54,84,100,3.11,ID,1701207667
480,tampere,61.4991,23.7871,-2.86,90,100,8.49,FI,1701208000
481,ixtapa,20.7,-105.2,29.57,65,40,4.63,MX,1701208000
482,wynyard,-41.0,145.7167,15.66,59,37,6.94,AU,1701208001
483,palmas,-10.2128,-48.3603,32.93,55,20,1.54,BR,1701207698
484,al mijlad,11.0333,27.7333,27.47,24,87,7.54,SD,1701208001
485,geraldton,-28.7667,114.6,19.23,77,75,3.6,AU,1701207480
486,shenjiamen,29.9576,122.298,16.21,65,82,7.49,CN,1701207521
487,autun,46.95,4.3,-0.14,89,79,0.11,FR,1701208002
488,belem,-1.4558,-48.5044,28.02,83,75,3.09,BR,1701207765
489,la romana,18.4273,-68.9728,30.2,66,20,3.09,DO,1701207904
490,aydincik,36.1437,33.3202,13.41,62,98,1.91,TR,1701208002
491,baoro,5.6667,15.9667,22.41,81,94,0.75,CF,1701208003
492,albergaria-a-velha,40.6932,-8.4799,14.83,96,100,2.87,PT,1701208003
493,arraial do cabo,-22.9661,-42.0278,24.98,83,20,10.8,BR,1701207433
494,oranjemund,-28.55,16.4333,16.26,89,86,9.44,NA,1701207434
495,howard springs,-12.497,131.047,28.82,93,45,2.47,AU,1701207491
496,picota,-6.9197,-76.3304,29.27,47,65,0.69,PE,1701208004
497,long beach,33.767,-118.1892,24.87,33,20,5.14,US,1701207903
498,zhangjiakou,40.81,114.8794,-10.88,56,19,6.83,CN,1701208004
499,las vegas,36.175,-115.1372,16.95,19,0,5.14,US,1701207749
500,papao,-17.75,-149.55,28.82,84,100,11.03,PF,1701208004
501,malabar,-33.9667,151.25,22.24,89,75,7.72,AU,1701208005
502,riachao do jacuipe,-11.8069,-39.3856,27.53,57,68,5.13,BR,1701208005
503,inhambane,-23.865,35.3833,24.6,82,16,5.45,MZ,1701208005
504,batticaloa,7.7102,81.6924,24.93,87,100,1.74,LK,1701208005
505,mahavelona,-17.6848,49.5087,23.99,87,18,2.08,MG,1701208006
506,karratha,-20.7377,116.8463,23.07,55,0,7.3,AU,1701207440
507,afif,23.9065,42.9172,18.19,42,1,6.93,SA,1701208006
508,nizhnyaya poyma,56.1622,97.1933,-20.38,98,33,1.24,RU,1701208006
509,chazuta,-6.5742,-76.1367,29.47,55,89,0.81,PE,1701208006
510,mersing,2.4312,103.8405,24.95,94,40,2.57,MY,1701208007
511,zhalantun,48.0,122.7167,-15.89,73,95,4.46,CN,1701208007
512,anzhero-sudzhensk,56.081,86.0285,-10.06,85,46,3.31,RU,1701208007
513,trapani,37.8333,12.6667,15.15,77,20,5.66,IT,1701208007
514,staraya russa,57.9944,31.3608,-11.47,97,63,2.2,RU,1701208008
515,angaur state,6.906,134.13,29.13,78,100,7.94,PW,1701208008
516,montmagny,48.9734,2.3469,4.8,87,75,2.57,FR,1701208008
517,rhinelander,45.6366,-89.4121,-7.82,57,20,5.14,US,1701208008
518,tateyama,34.9833,139.8667,12.28,54,0,7.65,JP,1701208008
519,gulf shores,30.246,-87.7008,15.04,41,0,4.12,US,1701207668
520,sampit,-2.5333,112.95,23.39,98,100,0.7,ID,1701208009
521,odda,60.0691,6.5457,-2.9,73,89,3.05,NO,1701208009
522,dalandzadgad,43.5708,104.425,-12.51,63,0,3.48,MN,1701207680
523,bac lieu,9.285,105.7244,24.61,89,100,4.05,VN,1701208009
524,luxor,25.6989,32.6421,16.03,51,0,1.03,EG,1701208010
525,bamusso,4.4591,8.9027,26.06,85,97,1.89,CM,1701208010
526,novoishimskiy,53.1981,66.7694,0.79,85,100,3.45,KZ,1701208010
527,bosaso,11.2842,49.1816,24.97,66,94,2.79,SO,1701207429
528,copala,16.65,-98.9833,29.66,67,29,2.73,MX,1701208011
529,sao jose da coroa grande,-8.8978,-35.1478,25.35,75,6,4.41,BR,1701207689
530,huainan,32.6264,116.9969,9.81,51,100,2.89,CN,1701208011
531,shache,38.4167,77.2406,2.93,32,45,1.51,CN,1701207502
532,coutances,49.05,-1.4333,6.47,83,85,1.87,FR,1701208011
533,gemena,3.25,19.7667,21.77,99,100,0.81,CD,1701208012
534,tobelo,1.7284,128.0095,27.35,82,92,1.95,ID,1701208012
535,knyaze-volkonskoye,48.4642,135.4567,-21.81,96,93,2.51,RU,1701208012
536,arteche,12.2645,125.4048,26.49,90,100,4.63,PH,1701208012
537,new norfolk,-42.7826,147.0587,14.72,92,98,1.7,AU,1701207479
538,west bay,19.3667,-81.4167,30.04,79,20,5.66,KY,1701207608
539,largs,55.7963,-4.8634,1.81,79,3,2.97,GB,1701208013
540,warrnambool,-38.3833,142.4833,15.28,86,100,9.74,AU,1701207937
541,walvis bay,-22.9575,14.5053,17.27,84,28,4.31,NA,1701207405
542,tralee,52.2704,-9.7026,6.08,79,100,0.67,IE,1701207507
543,puerto carreno,6.189,-67.4859,33.99,49,20,2.06,CO,1701208014
544,khodoriv,49.4066,24.3136,-0.47,99,100,2.57,UA,1701208014
545,tono,39.3167,141.5333,-0.88,93,98,3.71,JP,1701208014
546,aketi,2.7388,23.7833,21.72,97,100,0.27,CD,1701208015
547,nabire,-3.3667,135.4833,23.58,93,100,1.41,ID,1701207451
548,coronel dorrego,-38.7187,-61.2873,18.13,94,89,1.71,AR,1701208015
549,piacabucu,-10.4056,-36.4344,25.31,76,38,4.3,BR,1701208015
550,nieves,15.3274,120.9485,25.73,81,98,0.8,PH,1701208015
551,novyy urengoy,66.0833,76.6333,-8.91,95,100,5.08,RU,1701207524
552,cadale,2.7603,46.3222,27.23,76,91,6.26,SO,1701207766
553,kazerun,29.6195,51.6541,14.84,76,3,1.41,IR,1701208016
554,otukpa,7.0892,7.6499,24.35,77,48,2.13,NG,1701208016
555,fontanelas,38.8472,-9.4372,18.42,98,98,5.6,PT,1701208016
556,sena madureira,-9.0656,-68.6569,29.72,63,93,1.18,BR,1701208017
557,pudozh,61.8099,36.5345,-6.14,95,55,2.68,RU,1701207720
558,pola de lena,43.1609,-5.8288,11.99,96,100,1.44,ES,1701208017
559,zhuanghe,39.7008,122.9911,-3.74,55,79,4.37,CN,1701208017
560,greenville,35.6127,-77.3663,8.97,38,0,2.57,US,1701207689
561,nantucket,41.2835,-70.0995,3.08,45,100,6.69,US,1701208018
562,cam ranh,11.9214,109.1591,24.1,83,70,4.39,VN,1701208018
563,siguiri,11.6667,-9.5,27.49,23,36,0.4,GN,1701208018
564,menaka,15.9182,2.4022,28.72,12,14,4.32,ML,1701208019
565,diamantino,-14.4086,-56.4461,28.48,56,89,2.4,BR,1701208019
566,alofi,-19.0595,-169.9187,27.94,74,75,5.66,NU,1701207463
567,genhe,50.7833,121.5167,-18.11,85,100,2.53,CN,1701208019
568,la carlota,10.4233,122.9208,25.48,86,43,2.81,PH,1701208019
569,ubari,26.5921,12.7805,16.48,28,0,2.79,LY,1701208020
570,whakatane,-37.9585,176.9854,21.6,61,51,2.24,NZ,1701208020
571,kaiapoi,-43.3783,172.6401,13.09,65,100,5.14,NZ,1701208020
572,ust'-uda,54.1742,103.0304,-19.87,99,86,1.01,RU,1701208020
573,smithers,54.7804,-127.1743,2.18,87,75,1.54,CA,1701207725
574,markala,13.7021,-6.0659,27.52,17,5,4.42,ML,1701208021
